P1	P2	P4	P6	P7	P3	P5	P8	P9	P10	TOTAL	gender	age	source	country
1	2	1	0	0	0	0	2	1	0	7	1	36	1	CA
2	2	2	2	2	3	2	2	1	2	20	2	22	1	US
0	0	3	1	0	0	0	0	0	0	4	1	21	1	CA
2	2	2	1	2	0	0	0	0	0	9	2	17	1	MY
2	2	2	2	1	2	1	1	1	2	16	2	21	1	US
3	3	3	3	3	3	3	3	3	3	30	2	31	1	US
2	2	2	2	1	2	1	1	1	2	16	2	18	3	US
3	3	2	2	2	2	2	1	1	1	19	2	23	1	US
3	3	3	0	0	0	0	3	3	3	18	1	16	1	US
2	2	2	2	2	2	1	1	2	1	17	1	19	1	US
2	1	1	2	2	1	1	1	0	0	11	2	21	1	US
2	2	3	0	1	3	2	0	1	3	17	1	16	1	US
3	2	3	2	2	3	3	1	2	1	22	2	18	1	US
2	2	2	0	0	1	1	1	0	0	9	1	22	1	CA
3	2	2	0	2	1	2	1	0	0	13	2	17	1	US
1	1	2	1	1	1	2	1	1	1	12	2	34	3	BR
0	1	1	0	0	3	0	1	0	0	6	2	19	2	BN
1	1	1	1	1	1	0	0	0	0	6	2	20	1	US
3	3	2	2	2	1	2	1	1	3	20	2	37	1	US
2	3	2	3	3	2	3	2	3	3	26	1	18	1	PE
2	3	3	2	3	2	1	2	2	2	22	1	21	3	AU
2	2	2	1	1	2	2	1	2	3	18	1	28	3	GB
1	1	1	1	2	3	1	0	0	0	10	0	17	1	CA
3	2	2	2	2	2	2	2	1	2	20	2	14	1	JO
3	3	3	3	3	3	3	2	2	3	28	2	26	1	CZ
2	3	2	2	2	2	2	0	1	1	17	2	41	3	TR
3	3	3	3	3	3	3	3	3	3	30	2	26	1	FI
2	3	2	3	3	3	2	0	3	3	24	2	41	1	IN
1	2	2	1	1	1	1	0	1	0	10	1	16	1	PH
0	1	1	1	1	2	2	2	2	2	14	1	13	3	US
0	1	2	1	2	2	2	2	2	1	15	2	23	3	DE
2	0	1	0	2	0	0	2	0	1	8	2	18	1	PH
2	2	2	2	2	2	2	2	2	2	20	2	31	1	NL
1	1	1	1	1	1	0	0	0	0	6	2	18	3	SG
3	3	2	2	3	2	3	1	2	2	23	2	18	1	AU
1	2	1	1	1	1	1	1	1	1	11	2	27	1	AU
3	3	2	2	2	2	3	3	1	3	24	2	18	1	GB
3	3	2	1	2	2	2	0	2	3	20	2	24	1	IE
2	3	3	3	2	3	2	2	1	1	22	2	15	1	US
2	2	1	2	2	2	2	1	1	1	16	2	46	1	US
2	2	2	1	1	2	1	2	0	1	14	2	15	1	GB
2	2	2	1	1	1	2	1	1	0	13	2	40	1	AU
3	3	3	3	2	3	3	0	3	3	26	1	17	1	HK
3	2	2	2	2	2	2	2	1	2	20	1	62	1	GB
2	2	1	1	0	1	0	2	1	2	12	2	18	1	GB
3	3	3	3	3	3	2	0	3	3	26	1	42	1	IN
0	0	1	0	1	0	0	0	0	0	2	2	14	1	GB
3	3	3	3	3	3	3	2	3	3	29	1	29	1	AE
2	3	2	3	3	3	3	1	2	2	24	2	12	1	BE
2	2	2	3	3	2	2	2	2	1	21	2	18	1	IN
2	2	2	2	2	3	3	2	2	3	23	2	23	2	US
2	3	2	1	1	3	3	2	2	2	21	1	32	1	GB
2	2	0	2	1	2	2	1	0	1	13	2	23	3	US
3	3	3	2	2	1	3	2	1	3	23	1	24	1	NL
3	2	2	2	3	3	3	2	2	3	25	1	18	1	BG
2	2	2	2	3	3	3	1	1	3	22	2	26	1	US
2	1	2	1	1	1	1	1	1	1	12	2	41	2	GB
2	2	2	1	1	1	1	0	1	1	12	1	19	1	GB
2	2	2	1	1	2	1	0	0	1	12	1	20	1	HU
1	2	2	1	0	1	1	0	0	0	8	1	37	1	GB
3	2	2	2	2	2	2	2	1	2	20	2	27	1	ES
3	3	3	3	3	3	3	3	3	3	30	1	78	1	GB
3	3	3	3	3	3	3	3	2	3	29	1	19	1	MX
2	2	2	2	2	2	0	1	2	2	17	2	36	3	SE
0	1	0	0	0	0	1	2	0	0	4	1	16	1	FI
2	3	2	1	1	1	1	2	2	2	17	1	43	3	GB
3	3	3	3	2	2	3	2	3	3	27	2	21	3	US
2	2	2	2	1	3	2	1	2	2	19	2	56	3	US
1	0	1	1	0	1	1	1	0	0	6	2	16	3	US
1	1	1	1	1	1	1	1	2	0	10	2	25	2	US
1	2	2	1	1	1	2	1	1	0	12	2	16	1	BR
2	1	3	1	0	1	2	1	1	0	12	2	16	1	US
3	3	2	1	1	2	1	2	1	2	18	1	16	1	AU
2	2	3	1	1	1	1	0	1	0	12	1	44	1	US
0	0	1	0	0	0	0	1	0	0	2	2	13	3	US
3	3	2	1	1	2	3	1	1	1	18	2	48	1	CA
1	1	1	1	0	0	0	0	0	0	4	2	24	2	GB
1	2	1	1	1	1	0	1	0	0	8	2	23	1	US
0	0	0	0	0	0	0	3	0	0	3	2	15	1	US
1	2	2	2	2	2	2	1	1	1	16	2	15	1	AU
3	3	2	2	3	3	1	1	1	2	21	1	15	1	US
3	3	2	2	2	3	2	1	1	2	21	1	48	1	US
3	3	2	3	3	3	3	3	2	2	27	3	29	1	US
1	2	1	1	1	2	1	2	1	2	14	2	31	1	CA
1	2	1	1	0	1	1	1	1	1	10	2	58	1	US
1	1	0	1	1	0	1	1	0	0	6	2	21	1	BR
2	2	3	1	3	3	3	3	3	3	26	2	32	1	US
3	2	2	2	1	3	2	1	2	2	20	2	26	1	HU
2	2	2	1	2	2	2	0	1	1	15	2	17	1	US
1	1	1	1	1	2	2	1	2	2	14	1	17	1	US
3	2	3	3	2	2	2	1	2	1	21	1	16	3	EG
3	2	2	2	2	1	1	2	1	1	17	2	17	1	US
2	2	1	1	1	0	0	2	0	2	11	2	17	1	US
2	2	2	2	2	2	2	2	2	2	20	1	41	1	US
3	3	2	2	0	2	3	2	3	3	23	1	22	3	DE
2	2	3	2	2	2	2	1	1	2	19	1	22	1	IN
0	0	1	1	0	1	1	0	1	0	5	2	16	3	GB
2	2	1	1	0	2	1	1	1	1	12	2	42	3	GB
3	3	0	2	1	2	2	1	2	2	18	1	41	1	GB
2	2	2	2	2	2	2	2	2	3	21	2	45	3	ID
1	2	2	1	1	1	0	0	0	0	8	0	0	1	GB
3	3	3	3	3	3	3	3	3	3	30	2	39	2	DE
3	2	2	2	2	1	2	2	3	3	22	2	25	1	MY
2	2	2	2	2	2	2	2	2	2	20	2	52	1	US
1	1	1	1	2	1	1	2	1	2	13	1	23	3	DE
2	3	2	2	2	3	3	1	2	2	22	2	23	1	GB
1	0	2	0	0	1	0	2	0	0	6	2	13	3	US
2	2	3	2	1	2	3	1	1	2	19	1	24	1	PH
1	0	1	1	1	0	1	1	0	0	6	2	21	1	IN
1	2	1	1	0	3	0	1	1	1	11	2	22	2	GB
3	2	2	2	2	3	1	2	1	3	21	2	16	1	TW
0	1	1	0	0	0	1	1	0	0	4	2	14	3	US
0	2	1	0	0	0	0	0	0	0	3	2	20	3	AU
2	3	3	2	3	3	2	2	3	3	26	1	22	1	ZW
2	1	2	1	0	0	1	2	1	0	10	2	18	3	GB
3	3	3	3	2	2	2	3	2	2	25	1	15	1	US
2	3	2	2	2	3	2	1	2	3	22	2	50	1	US
2	3	2	2	1	1	1	1	1	1	15	1	38	1	KR
3	3	2	1	2	0	1	0	0	0	12	1	22	1	PT
3	3	2	1	1	2	2	2	2	3	21	1	61	1	GB
2	2	1	1	1	1	0	1	0	1	10	2	18	1	SG
3	2	2	3	3	3	3	3	2	3	27	2	34	3	US
1	2	2	1	1	1	1	1	1	1	12	1	33	2	GB
0	1	1	3	0	1	1	1	0	0	8	2	15	1	GB
3	3	3	3	3	3	3	3	3	3	30	2	32	3	US
2	2	1	2	2	1	1	1	0	1	13	2	16	1	GB
2	3	2	2	2	2	2	2	1	1	19	2	32	1	US
2	1	1	2	1	1	0	2	1	1	12	2	16	1	US
2	2	2	0	0	1	0	3	0	0	10	2	17	2	US
3	3	1	2	1	2	2	2	1	2	19	1	31	1	US
2	2	2	1	1	0	1	0	0	0	9	1	17	1	IN
3	3	3	2	2	3	3	2	2	3	26	2	40	1	SE
2	1	1	1	1	1	1	2	1	1	12	0	0	1	GB
2	2	2	2	2	2	1	0	1	1	15	1	20	1	SE
3	3	3	3	2	3	3	1	1	1	23	1	39	1	GB
2	2	1	1	1	2	1	1	1	2	14	2	22	1	GB
3	3	2	3	2	3	3	3	3	3	28	1	60	1	US
1	1	1	0	0	1	1	0	1	1	7	2	23	1	GG
1	1	1	1	0	0	1	0	0	0	5	1	51	3	US
1	2	2	1	1	1	1	2	0	1	12	2	22	1	GB
3	3	3	3	3	3	3	1	1	2	25	2	29	1	BR
0	0	0	0	0	0	0	0	0	0	0	1	17	3	SE
2	3	2	2	2	3	2	1	0	0	17	2	30	1	DE
1	2	2	1	0	1	1	1	0	0	9	2	25	1	US
1	2	3	2	1	1	1	2	1	1	15	2	28	1	GB
3	3	2	1	1	2	3	0	2	1	18	1	41	1	ES
3	3	3	2	2	3	3	1	2	1	23	1	21	3	NL
3	3	3	3	3	3	3	3	3	3	30	1	16	1	GB
2	3	1	1	2	2	1	0	2	2	16	1	42	3	GB
2	2	2	1	0	2	2	0	1	1	13	2	42	2	GB
3	3	2	3	3	3	3	2	2	2	26	2	21	1	GB
2	2	1	1	1	2	1	1	1	1	13	2	33	1	US
3	3	3	3	3	3	2	3	3	3	29	2	16	1	CA
0	0	0	0	0	3	3	3	3	3	15	1	16	1	NZ
3	3	2	3	2	3	2	2	3	3	26	1	21	1	US
2	2	2	2	2	2	2	1	1	2	18	1	29	1	US
2	2	2	1	1	2	1	1	1	1	14	1	58	3	US
2	2	3	2	2	3	3	2	2	3	24	2	74	1	US
3	3	3	2	2	2	2	3	2	1	23	1	20	1	US
3	3	3	2	2	2	2	2	3	3	25	1	19	3	CA
2	3	2	2	1	2	2	0	1	3	18	2	16	1	US
3	3	3	3	2	2	2	0	2	2	22	2	50	1	US
2	2	2	1	1	2	1	1	1	1	14	2	29	1	AE
1	0	0	1	1	0	0	3	0	0	6	2	13	1	CA
2	1	2	1	2	2	1	1	1	1	14	1	15	1	US
2	2	2	2	1	2	1	3	1	2	18	1	16	1	US
1	1	2	1	2	1	1	2	0	0	11	2	16	1	US
1	1	2	1	1	1	2	0	0	0	9	1	14	1	GB
2	2	2	2	1	2	1	1	0	1	14	1	18	2	AU
2	1	2	1	2	2	1	1	0	0	12	1	18	1	US
2	2	1	0	0	1	1	0	2	0	9	2	18	3	US
2	1	0	2	1	1	2	2	0	1	12	2	14	3	US
2	1	0	0	1	1	2	1	0	0	8	1	15	2	US
3	3	2	2	3	3	3	3	3	2	27	2	17	1	US
2	3	2	2	2	3	0	1	2	2	19	2	29	1	US
1	1	1	1	1	2	2	2	2	2	15	2	34	3	GB
3	2	2	3	2	2	3	2	2	3	24	2	17	1	GB
1	1	1	1	1	1	1	0	0	1	8	2	16	3	GB
0	3	3	2	3	3	3	2	2	1	22	2	17	2	DE
2	3	2	2	2	2	2	0	2	1	18	1	27	1	AE
2	2	2	2	2	2	1	1	1	2	17	1	18	1	IN
2	2	1	2	1	1	1	1	0	1	12	1	17	1	IN
3	3	2	3	3	3	3	0	3	3	26	1	24	3	NL
2	2	3	1	1	1	1	1	2	1	15	1	32	1	CA
2	2	2	2	2	2	2	1	0	1	16	2	13	1	GB
2	2	1	1	1	2	2	1	1	2	15	2	24	2	AU
3	3	3	3	3	3	3	1	3	3	28	2	38	1	AT
3	3	3	3	3	3	3	3	3	3	30	1	17	1	US
2	2	2	2	1	2	2	2	1	2	18	2	19	1	GB
3	3	3	3	2	3	3	2	2	2	26	1	50	3	CA
0	0	0	0	0	0	0	0	0	0	0	1	16	3	HK
3	3	2	2	3	2	3	1	3	3	25	2	25	1	PK
3	2	2	2	2	2	2	2	2	3	22	1	28	1	DE
1	2	2	0	1	1	1	1	1	1	11	2	14	1	US
2	2	2	1	2	1	1	1	1	1	14	2	28	1	HU
0	1	2	1	1	0	1	1	0	0	7	2	15	1	US
1	2	2	1	1	1	1	0	0	1	10	1	23	1	US
1	2	3	1	1	1	1	3	2	1	16	2	47	1	PT
3	3	3	3	3	3	0	0	0	3	21	2	59	3	US
2	2	3	3	1	2	2	2	1	1	19	2	30	1	FR
2	2	3	2	2	2	2	2	2	2	21	2	44	3	GB
1	1	0	0	0	0	0	1	0	0	3	2	16	2	EE
3	3	2	2	2	2	3	2	1	2	22	1	36	1	IL
2	1	1	1	1	1	1	1	1	2	12	2	29	1	CA
2	2	1	1	0	1	1	0	0	0	8	1	16	1	VE
2	2	1	1	1	1	1	2	1	2	14	1	33	1	CA
0	1	2	1	1	1	1	1	1	1	10	1	17	1	SE
0	0	0	0	0	0	3	0	0	0	3	1	16	1	GB
3	3	3	3	3	3	2	3	3	3	29	1	51	1	US
1	2	1	1	2	1	1	1	1	1	12	1	18	1	US
2	3	2	2	2	2	1	1	1	1	17	2	30	1	CA
2	2	2	1	1	1	1	1	0	0	11	2	42	1	US
3	3	3	3	3	3	1	2	1	3	25	2	17	1	MY
1	2	3	2	2	1	3	1	1	1	17	2	18	2	GB
1	1	1	1	1	1	1	1	1	1	10	2	11	1	US
0	1	3	0	0	0	0	0	0	1	5	1	28	1	GB
0	1	2	0	0	0	1	0	3	0	7	2	15	3	GB
2	2	2	2	2	2	3	1	2	1	19	2	15	1	PH
3	3	3	3	3	1	3	0	2	3	24	1	20	3	US
3	3	3	3	3	0	0	0	0	0	15	1	20	3	HK
2	2	2	2	1	2	2	1	1	1	16	1	20	1	EG
3	3	2	2	3	3	3	0	3	3	25	2	35	1	US
1	1	1	1	0	0	0	2	1	0	7	2	18	3	US
3	2	2	2	2	2	2	2	2	2	21	1	20	1	US
2	2	2	1	1	1	1	1	0	0	11	1	22	1	NZ
3	1	1	2	2	2	2	1	2	1	17	1	22	1	US
3	2	3	2	2	3	2	1	2	3	23	2	36	1	US
3	3	3	3	2	3	2	1	0	1	21	2	39	3	US
0	3	2	0	0	3	1	0	3	3	15	2	21	1	US
2	2	2	2	2	1	1	1	1	1	15	1	35	1	PH
3	2	1	2	2	1	3	0	1	1	16	2	19	1	PH
3	2	2	2	2	1	3	0	1	2	18	2	19	1	PH
3	3	2	3	3	2	3	2	3	3	27	2	20	3	US
3	3	3	3	3	3	3	1	2	3	27	1	25	1	US
3	3	3	3	2	3	2	2	0	1	22	1	25	1	US
2	2	2	0	0	2	2	0	0	0	10	2	17	1	US
2	2	1	2	2	0	2	2	2	2	17	2	32	1	AU
2	2	3	1	0	2	2	1	1	1	15	1	21	1	US
2	3	2	3	2	2	2	1	1	1	19	2	22	1	SG
3	3	2	2	2	3	2	1	2	2	22	2	21	2	GE
2	2	2	1	1	1	1	1	1	1	13	1	23	3	MX
3	3	3	3	3	3	3	1	2	2	26	1	20	3	GB
3	3	0	2	2	2	3	2	2	3	22	1	47	2	LB
1	2	2	2	1	1	1	0	2	1	13	1	18	2	AU
3	2	2	3	2	3	2	2	3	3	25	1	25	3	PK
1	1	2	0	0	1	1	0	0	0	6	1	24	3	NZ
2	2	1	1	0	1	1	1	0	0	9	2	22	2	GB
3	3	3	2	2	2	3	2	2	3	25	2	39	1	ZA
2	2	1	1	2	1	3	3	1	1	17	2	32	1	US
1	2	2	1	1	2	2	1	2	2	16	0	36	3	US
2	2	1	0	1	1	1	1	1	0	10	2	20	2	AU
3	3	3	2	2	2	2	1	3	3	24	2	35	3	US
3	3	3	3	2	2	3	1	2	3	25	2	41	1	GB
2	2	2	2	2	3	3	2	1	1	20	1	28	2	US
3	3	2	2	2	2	2	2	2	2	22	2	49	2	GB
2	2	2	1	1	1	1	0	1	1	12	1	41	1	US
3	3	3	2	3	3	3	0	0	0	20	2	41	1	AU
3	2	2	2	2	2	2	2	2	2	21	2	32	3	CA
0	0	0	0	0	0	0	2	0	0	2	2	19	1	NZ
3	3	3	3	2	3	3	2	0	0	22	1	15	1	US
3	3	3	2	2	3	1	1	2	2	22	1	21	1	US
1	2	1	2	1	2	1	1	0	1	12	2	17	1	GB
2	2	2	2	2	2	1	0	1	1	15	2	25	1	US
1	2	1	1	1	1	0	0	1	0	8	2	23	3	US
3	3	2	2	2	2	2	3	1	2	22	2	35	1	GB
0	3	3	3	1	2	3	1	1	3	20	1	31	1	NG
2	2	2	1	1	1	1	1	1	1	13	2	19	1	FR
2	2	2	2	2	3	3	2	3	3	24	2	50	1	US
2	2	2	1	1	1	0	1	1	1	12	1	51	2	GB
3	3	2	1	2	2	2	1	1	2	19	2	67	1	US
1	1	2	2	1	0	0	1	0	0	8	1	24	1	US
1	1	2	1	2	1	0	1	0	0	9	2	15	3	GB
2	2	2	1	1	2	1	1	1	1	14	1	23	3	US
1	2	1	1	1	2	1	1	1	2	13	2	20	1	GB
3	3	2	1	0	3	1	0	0	0	13	1	22	1	IN
2	2	2	2	2	2	2	1	2	2	19	2	25	2	US
2	2	2	2	2	3	3	1	3	3	23	1	39	3	US
3	3	3	1	2	2	1	1	1	2	19	2	42	1	US
2	2	2	1	2	1	1	0	1	3	15	2	17	1	GB
2	2	2	2	2	2	2	2	1	1	18	2	19	1	US
3	3	3	3	3	3	3	3	3	3	30	1	23	1	DE
1	1	2	1	2	1	1	1	1	2	13	2	33	1	GB
2	3	2	2	1	2	0	1	1	2	16	2	27	1	GB
2	2	2	1	1	2	1	2	1	2	16	2	17	3	US
0	0	0	0	0	0	0	1	0	0	1	2	15	2	CA
3	0	0	0	0	0	0	0	0	0	3	2	33	1	US
2	2	2	0	1	1	1	1	0	0	10	2	17	1	FR
2	2	2	1	1	1	1	1	1	2	14	2	36	1	US
3	3	2	2	2	2	2	2	1	1	20	2	40	3	GB
1	2	1	1	1	1	1	2	1	1	12	1	20	1	US
2	2	1	2	0	2	2	1	0	0	12	2	15	3	GB
3	3	3	2	2	1	3	2	1	1	21	2	23	1	PT
2	1	0	2	1	0	0	0	1	1	8	2	27	1	AR
3	2	2	2	2	2	2	2	2	2	21	2	18	1	AU
0	0	1	0	0	0	0	0	0	0	1	2	20	1	GB
1	1	2	1	1	1	1	1	1	0	10	2	15	1	CA
3	3	2	1	2	2	1	1	1	2	18	1	20	1	US
3	2	3	2	3	2	2	2	1	1	21	2	18	1	US
3	3	3	3	3	2	2	2	1	1	23	2	23	1	US
3	3	3	3	2	3	3	3	3	3	29	2	14	1	US
3	3	2	3	3	3	3	2	2	2	26	2	21	1	US
3	3	3	2	3	3	3	0	1	1	22	2	21	1	US
2	2	2	1	1	1	2	1	0	0	12	1	1	1	US
1	1	1	1	0	0	0	2	0	0	6	2	18	1	US
2	3	2	2	2	2	3	2	2	2	22	2	47	1	US
3	3	2	3	3	3	3	3	3	3	29	2	14	1	QA
2	2	2	2	2	2	2	1	0	0	15	2	16	1	US
2	3	2	2	1	2	2	1	1	1	17	1	19	1	US
1	1	1	0	0	1	0	1	0	0	5	2	18	1	IE
0	0	0	0	0	0	0	0	3	0	3	2	15	1	US
3	3	3	3	3	3	3	3	3	3	30	1	36	1	HR
1	2	1	2	2	2	2	2	1	1	16	2	16	3	CA
2	2	0	0	1	0	1	0	0	0	6	1	18	1	KR
3	3	3	3	3	3	3	3	3	3	30	1	25	1	US
1	2	2	0	1	0	0	1	0	0	7	1	14	1	US
1	1	1	1	1	1	0	0	1	0	7	1	14	3	US
2	2	1	1	1	1	1	1	1	1	12	2	58	1	GB
3	3	3	3	2	3	3	2	2	3	27	1	20	1	CA
2	2	2	1	1	1	0	1	0	1	11	1	18	1	US
1	1	2	1	0	1	1	1	1	1	10	1	23	3	US
3	3	2	2	2	3	3	2	2	3	25	2	40	3	DK
3	3	2	3	3	2	2	2	0	0	20	2	23	1	AU
0	0	0	1	0	0	0	0	0	0	1	2	16	1	GB
2	2	2	2	1	2	2	2	1	1	17	2	23	1	IN
2	2	2	1	1	0	2	0	0	0	10	2	16	1	AU
2	2	2	1	1	1	1	0	1	1	12	2	42	1	US
2	2	1	2	1	2	2	3	0	0	15	2	12	1	PH
2	2	2	2	2	2	3	2	2	2	21	2	15	1	BE
2	2	2	1	2	2	1	1	1	1	15	2	58	1	GB
1	1	1	1	1	2	2	2	2	2	15	2	13	3	GB
3	2	3	2	2	3	3	3	3	3	27	1	36	3	MY
3	1	3	0	0	3	1	3	3	3	20	1	19	3	GB
1	1	1	1	0	1	0	1	1	0	7	2	16	3	GB
3	3	2	3	2	2	2	2	1	1	21	2	21	1	PH
0	0	1	1	0	0	0	0	0	0	2	2	13	1	ID
3	3	2	2	2	3	3	2	3	3	26	1	15	1	US
2	3	2	2	1	2	2	2	2	3	21	1	29	1	US
0	0	0	0	0	0	0	0	0	0	0	2	15	1	GB
0	1	2	1	1	2	1	1	1	2	12	1	32	3	GB
1	0	1	2	0	1	0	2	1	0	8	0	16	3	AU
1	1	1	2	1	1	1	1	1	2	12	2	15	1	GB
2	2	2	1	1	0	0	0	0	0	8	2	58	3	US
3	3	2	2	2	1	3	2	1	3	22	2	37	1	GB
1	2	0	0	0	0	0	1	0	0	4	2	30	1	US
1	1	1	1	1	1	2	1	1	1	11	2	41	1	CA
3	2	2	2	1	2	2	2	2	2	20	2	53	1	US
2	2	2	1	2	2	1	1	1	2	16	2	19	3	NZ
0	0	0	0	0	0	1	0	0	0	1	2	17	1	US
1	2	1	1	1	1	1	0	1	2	11	2	25	3	GB
2	2	3	2	1	2	1	1	2	2	18	1	50	1	US
2	1	2	1	0	1	2	1	0	1	11	2	14	1	GB
2	3	2	2	2	3	2	3	2	2	23	1	31	3	US
3	3	2	2	1	2	2	1	1	2	19	1	41	1	US
2	1	2	1	0	1	1	0	1	1	10	2	32	2	GB
0	0	0	0	0	0	0	0	0	0	0	1	17	2	US
2	2	2	2	2	3	1	1	1	2	18	2	58	1	US
1	2	2	0	0	0	0	0	1	0	6	1	20	1	IN
3	2	2	2	2	3	2	1	1	1	19	1	46	1	US
3	3	3	3	3	2	0	1	1	1	20	2	37	1	SE
3	3	3	3	3	3	3	3	3	3	30	2	65	3	US
0	2	0	0	0	0	2	0	0	0	4	1	33	2	US
3	3	2	3	3	3	3	3	3	3	29	2	20	1	US
3	3	3	3	2	2	2	2	3	3	26	1	21	1	US
3	3	3	3	3	0	3	1	0	0	19	2	25	1	EE
2	3	2	3	2	2	2	1	2	3	22	1	23	1	CL
3	3	2	1	1	2	2	1	1	2	18	2	50	2	A2
0	1	2	0	0	2	1	0	0	0	6	2	13	1	US
2	2	1	1	0	1	1	0	0	1	9	2	28	3	CA
2	0	1	0	0	0	1	1	1	1	7	2	16	1	US
2	2	2	1	1	1	1	0	0	0	10	2	15	3	US
3	3	3	3	3	3	3	2	1	1	25	1	32	3	US
2	2	2	0	0	0	0	1	0	0	7	1	18	1	CO
2	2	1	1	2	0	1	0	1	1	11	2	23	1	US
2	2	2	2	1	2	1	1	1	2	16	2	25	1	US
3	3	3	1	1	1	1	1	2	3	19	2	25	1	US
2	2	3	2	2	2	3	3	2	3	24	2	18	1	US
3	2	2	3	2	2	2	2	2	2	22	1	16	1	US
2	2	2	3	2	2	2	2	2	3	22	1	16	1	US
2	2	2	2	3	2	2	2	2	2	21	2	51	1	NZ
2	3	2	2	2	2	3	3	2	3	24	2	58	1	US
3	3	3	2	3	3	2	1	2	3	25	1	15	1	US
2	2	2	1	1	2	2	0	0	0	12	2	17	1	CA
1	2	2	1	1	3	1	0	1	2	14	1	18	1	US
2	2	3	2	1	3	3	3	2	2	23	2	40	1	US
2	2	3	2	2	2	3	2	2	3	23	2	20	1	US
2	2	2	2	2	2	2	2	1	1	18	2	17	1	US
2	3	2	2	1	2	3	2	3	2	22	1	17	1	AU
3	3	3	0	0	0	0	0	0	0	9	2	30	1	US
2	2	2	1	2	2	2	1	1	1	16	2	36	1	US
3	2	2	1	1	1	1	1	0	1	13	2	30	1	US
3	2	2	2	2	2	2	1	2	1	19	2	28	1	US
1	2	1	2	2	1	1	2	2	1	15	2	18	1	PH
3	3	3	3	3	0	0	0	0	0	15	2	22	3	HK
3	3	3	2	2	2	2	3	3	3	26	2	43	2	GB
3	3	2	3	2	2	2	3	2	2	24	2	18	1	US
3	2	2	1	2	3	3	3	1	3	23	2	18	1	ME
2	2	2	2	2	2	2	1	0	0	15	2	27	1	ZA
1	1	0	1	1	1	1	1	0	0	7	1	15	1	AU
1	3	1	2	2	1	3	1	2	1	17	2	19	1	ID
2	2	2	2	2	1	2	1	1	2	17	1	21	1	MX
2	1	2	1	1	1	1	1	1	2	13	2	20	1	BG
2	2	2	2	2	3	2	2	3	3	23	2	48	1	DE
3	3	3	3	3	3	3	3	3	3	30	1	21	1	SI
2	2	2	3	2	2	2	2	3	3	23	2	30	3	IN
2	2	2	1	1	2	3	2	1	1	17	1	47	3	CA
3	3	2	1	1	1	1	1	1	2	16	1	42	1	US
0	0	0	0	0	0	0	0	0	0	0	1	19	1	NG
2	2	1	2	1	1	1	1	1	1	13	2	20	2	MY
3	3	3	2	2	2	3	1	3	3	25	1	34	3	US
1	2	2	1	1	2	1	1	1	1	13	1	16	1	GB
3	3	3	2	2	3	3	2	2	2	25	2	34	2	GE
0	2	1	1	0	0	0	0	0	0	4	2	15	1	GB
3	2	1	3	1	2	1	1	1	2	17	1	24	3	IN
2	2	3	2	2	3	3	1	3	3	24	2	30	1	US
2	2	2	0	1	2	2	0	0	0	11	2	17	3	GB
2	2	2	2	2	2	2	1	2	2	19	2	39	1	US
3	3	3	3	3	3	2	2	2	1	25	2	54	1	BR
2	2	1	1	2	1	2	2	1	1	15	2	17	1	MY
1	1	2	1	0	1	0	2	1	1	10	2	20	1	GB
2	2	2	2	1	2	2	1	1	2	17	2	15	3	US
3	3	1	2	2	2	2	2	2	2	21	2	40	1	US
1	2	2	1	0	2	1	0	0	0	9	2	16	2	US
1	1	3	1	2	1	1	0	0	0	10	2	19	1	CA
2	2	1	1	1	1	2	0	1	1	12	1	34	3	GB
3	3	3	3	3	1	0	1	0	3	20	1	53	1	CA
2	2	2	1	1	2	1	1	1	1	14	1	23	1	DE
3	3	3	3	3	3	3	3	3	3	30	2	52	1	US
2	3	2	2	3	2	2	2	2	2	22	1	19	1	PH
0	2	2	0	0	0	1	0	0	0	5	2	49	1	US
2	3	2	3	3	2	3	2	3	3	26	1	28	1	IN
2	2	2	2	2	2	3	3	3	2	23	2	54	1	US
2	3	2	2	0	1	1	0	0	0	11	1	19	1	US
2	2	2	2	1	1	1	1	1	1	14	0	0	1	NZ
1	2	2	0	0	1	1	1	0	0	8	1	22	1	US
1	2	1	0	0	1	0	0	1	1	7	2	49	1	AU
1	2	0	1	2	1	2	0	0	1	10	0	31	1	CA
1	0	0	0	1	0	0	2	1	0	5	2	26	2	JM
1	1	2	1	0	0	0	3	0	0	8	2	25	1	US
2	2	1	2	0	0	0	1	0	0	8	2	20	3	PH
1	0	1	1	0	0	0	0	0	0	3	1	22	1	CA
3	3	3	3	3	3	3	3	3	3	30	2	29	3	JM
0	0	0	0	0	0	0	1	0	0	1	2	19	1	US
3	2	2	2	2	3	3	2	1	3	23	2	30	1	AU
2	2	2	2	2	2	2	0	1	1	16	2	17	1	US
2	2	1	1	1	0	0	0	1	3	11	2	51	3	DE
2	3	1	3	3	3	3	3	3	3	27	1	19	1	US
2	2	2	1	0	1	0	1	0	0	9	2	39	1	FR
2	3	2	3	2	3	3	3	3	3	27	1	48	1	US
3	3	3	0	0	2	2	0	1	1	15	1	49	1	AU
2	1	2	1	2	0	1	0	0	0	9	2	17	1	SG
1	2	3	2	1	1	1	1	1	1	14	1	24	1	AU
2	1	1	3	1	1	1	1	2	2	15	1	26	1	IN
2	2	2	2	2	2	1	2	2	1	18	2	17	1	GB
3	3	3	2	1	1	3	2	2	3	23	1	48	1	SE
3	3	3	3	2	3	3	3	3	3	29	2	18	3	US
