"","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","testelapse","T1"
"70001",4,5,1,1,4,3,3,1,1,1,5,5,5,1,1,3,5,1,5,3,6,1,7,7,5,4,4,3,4,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"147",58
"70002",5,5,5,5,5,5,5,2,5,5,4,5,4,5,5,4,4,5,5,4,2,3,3,6,6,3,2,1,7,7,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,"148",92
"70003",4,5,2,2,5,2,4,1,1,4,5,5,2,5,4,3,4,4,5,3,5,2,7,4,7,2,6,6,7,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"240",70
"70004",3,3,2,4,4,3,3,5,2,3,4,4,4,2,4,4,4,4,4,4,6,5,5,2,6,5,6,3,5,6,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,"90",70
"70005",3,4,2,2,2,4,4,4,2,2,2,4,4,5,4,1,4,4,4,2,6,5,5,5,6,5,5,4,5,4,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,"173",63
"70006",2,2,3,1,2,2,2,1,1,1,4,2,1,3,2,1,3,2,4,1,6,2,6,5,7,4,5,3,7,5,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,"150",40
"70007",4,5,4,4,2,4,4,2,2,5,4,4,4,5,2,4,3,4,5,1,6,3,3,7,7,5,5,3,7,7,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,"127",72
"70008",5,5,5,3,4,5,5,2,5,5,5,5,4,5,5,5,3,4,5,3,6,1,5,6,7,6,1,2,6,6,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"171",88
"70009",1,2,1,1,4,2,2,1,1,1,4,4,1,4,1,2,5,2,4,4,2,6,5,3,5,1,7,3,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"255",47
"70010",4,3,3,1,3,1,3,1,1,4,1,5,3,2,5,2,5,5,5,1,2,3,7,5,7,1,7,7,7,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"290",58
"70011",5,4,4,4,3,4,4,5,4,5,5,4,2,4,4,3,5,4,3,3,2,7,7,6,6,2,3,6,7,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"181",79
"70012",2,3,4,3,3,2,4,1,1,1,4,2,3,4,1,4,5,1,2,2,4,3,5,5,7,4,7,3,3,4,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,"177",52
"70013",1,2,3,2,4,4,3,1,1,1,3,1,2,3,4,2,5,1,5,2,5,6,5,6,3,3,5,3,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"161",50
"70014",3,4,5,4,3,5,4,4,4,3,5,3,5,4,3,1,5,3,5,4,6,5,5,6,6,7,4,4,6,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,"124",77
"70015",2,5,2,2,5,5,5,5,2,4,5,1,1,5,5,5,2,4,5,1,3,6,2,2,2,2,7,6,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"246",71
"70016",5,5,1,2,4,1,1,5,1,1,1,4,5,4,5,1,3,5,5,5,7,1,7,1,7,5,5,7,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"338",64
"70017",4,5,1,2,3,1,4,3,1,2,4,5,4,3,3,1,4,4,3,4,7,4,3,6,5,4,7,3,6,4,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,"325",61
"70018",1,1,5,1,2,4,4,1,1,1,4,2,4,5,2,1,1,1,4,1,6,7,7,7,7,7,6,7,7,6,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"418",46
"70019",5,5,5,1,5,5,5,4,1,5,5,3,1,1,1,1,5,5,4,1,4,4,4,3,5,2,6,3,6,2,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,"326",68
"70020",1,4,3,1,1,4,5,1,2,3,4,4,3,5,2,1,4,5,5,1,6,3,6,5,7,6,6,7,4,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"115",59
"70021",4,4,5,5,4,5,5,5,5,5,5,5,5,3,4,5,2,5,5,5,6,1,7,7,5,5,1,7,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"134",91
"70022",2,3,1,3,2,2,2,3,1,1,4,4,5,3,5,3,3,4,5,1,4,5,6,1,6,3,5,5,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"166",57
"70023",3,3,2,3,3,2,1,4,1,2,2,3,2,3,3,3,5,3,1,3,5,5,3,7,5,6,4,6,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"150",52
"70024",1,2,2,2,1,5,5,2,1,2,5,2,4,5,2,4,3,4,5,1,2,6,6,2,6,5,7,6,3,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"160",58
"70025",3,4,3,3,4,5,5,3,3,3,5,5,3,4,4,5,3,4,5,1,4,3,5,2,6,3,5,4,2,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"210",75
"70026",3,3,1,2,4,1,5,1,1,3,4,1,1,4,3,4,3,1,3,2,6,3,7,5,5,4,7,7,5,7,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,"278",50
"70027",5,2,4,2,4,5,5,4,3,3,1,4,5,4,3,5,4,4,5,1,1,6,4,5,3,1,4,3,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"107",73
"70028",3,4,3,2,3,4,5,2,3,3,4,2,3,3,4,5,5,2,5,2,3,2,4,2,7,3,5,2,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"125",67
"70029",4,4,3,1,2,3,5,2,4,2,5,2,1,3,4,2,3,4,4,1,6,5,6,6,7,7,6,7,6,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"237",59
"70030",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,"142",60
"70031",2,2,4,1,2,4,4,1,2,3,2,4,1,4,5,5,3,5,1,1,7,6,6,3,7,5,6,7,5,7,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,"376",56
"70032",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,4,2,2,6,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"672",100
"70033",5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,3,5,7,7,2,5,7,7,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,"95",96
"70034",4,4,4,4,2,4,5,1,4,4,5,5,3,5,5,5,3,5,5,5,3,1,2,6,4,6,1,3,3,6,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,"137",82
"70035",5,1,1,5,1,5,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,1,1,1,1,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81",68
"70036",1,2,4,1,2,1,1,2,2,1,4,1,1,2,3,1,2,1,4,1,7,6,5,7,6,6,7,6,7,7,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"259",37
"70037",4,3,2,2,2,2,4,1,1,4,3,4,1,3,3,2,3,4,5,2,4,6,4,5,5,3,7,6,5,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"281",55
"70038",5,4,2,2,5,4,5,5,3,5,5,5,1,5,4,5,5,5,5,5,4,3,6,3,7,5,6,3,2,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"199",85
"70039",2,5,2,2,1,5,5,1,4,5,5,2,2,3,5,2,1,5,5,1,2,6,6,3,6,2,6,5,5,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"118",63
"70040",4,4,1,1,1,2,5,1,1,4,1,2,4,4,4,2,5,5,5,1,1,2,7,2,5,1,5,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"129",57
"70041",1,3,4,5,1,2,5,4,1,3,5,1,1,4,2,2,5,1,5,1,5,6,4,5,6,2,6,4,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"796",56
"70042",4,4,5,3,4,5,5,4,3,3,4,5,5,5,4,5,4,3,5,5,5,2,7,5,3,3,2,7,6,5,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,"115",85
"70043",2,2,3,2,2,1,2,4,1,1,2,2,1,3,1,4,4,2,4,1,3,6,5,3,7,2,6,3,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"161",44
"70044",5,5,4,3,4,4,5,5,4,4,4,5,5,5,4,3,4,4,2,1,1,7,7,5,6,1,3,6,7,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"218",80
"70045",1,3,3,1,2,3,4,2,1,2,4,2,1,1,1,3,5,2,4,1,5,6,6,3,6,5,7,3,4,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"166",46
"70046",1,1,4,1,1,2,1,1,1,1,5,2,2,2,1,4,2,2,4,1,7,6,6,7,7,7,7,7,7,6,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,"265",39
"70047",4,4,4,5,5,4,4,5,2,1,5,5,5,5,2,4,4,4,5,5,7,3,6,6,7,6,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"75",82
"70048",5,4,3,4,5,5,5,1,4,3,5,5,2,4,5,4,5,5,5,4,5,1,7,3,7,4,1,3,4,7,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"131",83
"70049",3,1,2,1,4,2,4,4,1,3,3,4,3,3,1,2,2,2,5,1,3,3,7,2,4,3,7,7,4,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,"155",51
"70050",4,4,4,5,4,2,4,2,2,4,5,5,4,4,4,5,1,5,5,2,7,3,6,3,7,7,5,6,5,7,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"175",75
"70051",4,4,1,3,2,3,3,1,2,4,4,3,4,2,4,2,5,4,4,1,6,4,6,6,7,5,5,7,6,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"219",60
"70052",5,4,1,4,5,5,5,1,1,1,5,5,4,5,5,4,5,4,4,5,1,3,3,1,6,1,1,6,6,7,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,"185",78
"70053",5,4,1,5,5,5,5,4,4,5,5,4,5,5,4,5,3,1,5,3,2,1,4,2,6,1,6,3,4,7,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,"230",83
"70054",1,1,4,3,2,2,5,1,1,2,5,1,1,4,2,2,3,1,2,2,5,5,7,7,6,5,5,7,7,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,"214",45
"70055",5,5,5,1,5,5,5,5,1,5,4,5,5,5,5,1,5,1,5,1,2,7,1,2,5,1,7,3,2,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"143",79
"70056",4,4,4,5,5,5,4,4,3,4,5,2,3,4,4,3,4,5,5,5,2,3,2,2,7,2,5,1,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"115",82
"70057",5,4,5,5,5,5,5,1,5,5,5,5,4,5,5,2,4,4,5,2,7,2,3,7,6,5,5,7,6,7,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"143",86
"70058",5,2,1,2,4,1,2,4,1,2,5,5,2,2,2,1,1,4,1,1,5,2,7,3,7,2,5,3,5,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"186",48
"70059",3,3,4,3,5,4,4,5,1,1,5,4,5,5,5,5,5,3,3,1,5,1,6,4,7,3,6,4,3,4,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,"619",74
"70060",2,1,3,3,3,5,4,2,1,3,4,1,1,2,3,1,3,2,5,3,6,2,6,5,5,1,6,6,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"278",52
"70061",5,2,3,1,4,5,5,5,3,4,5,5,5,3,5,3,3,5,5,1,1,3,7,1,7,1,7,1,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"223",77
"70062",4,3,3,5,4,4,5,3,2,2,5,4,1,5,4,5,5,4,5,1,7,3,6,2,7,5,7,1,2,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"38364",74
"70063",3,3,3,2,3,4,4,1,1,1,4,2,2,4,2,2,4,2,2,1,5,4,5,5,6,3,4,5,4,6,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,"165",50
"70064",1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,1,1,1,7,7,7,7,7,7,7,7,7,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"133",36
"70065",5,5,3,5,5,5,5,4,3,3,5,5,3,4,5,2,5,4,5,2,4,3,1,1,6,4,2,1,1,4,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,"103",83
"70066",2,1,1,2,2,2,2,3,1,1,4,2,1,4,3,2,3,2,3,1,6,6,7,3,6,7,6,7,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"191",42
"70067",1,1,5,1,2,2,4,1,1,2,3,2,1,3,2,2,2,1,5,1,6,4,7,4,6,7,7,7,4,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"92",42
"70068",3,3,3,2,4,4,4,4,2,3,4,4,3,4,3,4,2,2,5,2,1,4,4,3,5,1,5,5,5,6,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"130",65
"70069",5,4,2,4,3,4,4,3,3,3,4,2,2,4,4,2,4,4,4,1,5,6,5,3,4,3,7,7,6,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,"284",66
"70070",5,5,5,3,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,7,6,1,7,7,7,6,1,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"105",93
"70071",3,2,3,2,5,4,5,4,4,4,5,4,4,5,5,2,5,4,5,1,6,3,7,3,4,1,6,7,6,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,"101",76
"70072",1,5,5,4,3,5,5,1,1,2,5,5,1,4,4,4,4,5,5,5,4,2,6,1,5,4,3,5,5,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"350",74
"70073",1,3,2,3,2,2,5,3,1,3,5,1,2,4,4,5,3,2,4,2,1,6,6,3,7,2,7,6,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"162",57
"70074",4,5,4,4,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,2,6,1,5,1,5,3,3,2,1,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,"53",90
"70075",1,3,2,2,1,2,4,2,1,1,4,1,3,4,4,2,1,1,5,1,2,6,2,2,7,3,7,3,2,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"166",45
"70076",3,1,3,3,4,3,3,1,2,3,4,5,3,3,2,4,2,3,2,3,6,4,5,1,5,1,6,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"190",57
"70077",5,5,4,5,5,5,5,2,4,5,5,5,3,5,5,5,3,5,4,5,1,3,7,1,4,1,3,7,1,7,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,"294",90
"70078",4,1,4,5,5,5,5,5,2,2,5,4,4,5,5,5,2,4,5,1,3,3,5,2,7,4,7,3,3,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"277",78
"70079",2,4,4,5,5,2,5,2,1,2,5,5,4,5,1,5,5,2,4,1,1,1,6,2,5,1,2,5,6,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"227",69
"70080",5,5,5,5,3,5,5,3,4,5,5,4,3,5,5,5,4,3,5,1,4,2,6,4,4,4,2,3,7,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,"141",85
"70081",1,2,3,1,4,2,5,1,1,2,4,1,1,2,1,5,2,3,5,1,1,2,2,2,6,2,6,3,3,7,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"115",47
"70082",1,4,1,1,1,2,3,1,1,2,5,2,1,4,1,5,3,1,5,1,2,3,6,2,6,3,7,3,4,6,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"246",45
"70083",2,3,1,4,4,3,4,1,1,2,4,4,1,4,2,2,3,4,5,1,3,5,5,4,3,3,6,5,5,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,"277",55
"70084",1,1,3,4,4,3,4,1,1,2,5,4,3,4,2,4,3,3,5,1,1,6,6,7,3,1,4,4,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"161",58
"70085",2,3,1,1,3,2,4,1,1,1,3,1,2,2,5,2,4,1,3,1,6,3,7,5,6,2,6,3,7,6,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,"218",43
"70086",4,4,4,4,3,4,4,4,4,1,4,4,4,4,3,1,1,4,3,1,7,4,7,7,7,1,7,7,7,4,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,"228",65
"70087",4,5,4,5,5,5,5,2,2,4,5,5,1,5,3,5,1,5,5,5,4,6,6,6,4,4,6,3,6,6,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,"305",81
"70088",1,1,5,1,1,2,2,1,1,1,5,2,1,2,2,1,4,1,1,1,5,7,7,6,7,5,5,6,5,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"150",36
"70089",4,5,1,4,5,1,1,2,2,1,5,2,1,4,3,2,5,1,3,5,7,3,7,4,6,6,6,7,6,4,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,"323",57
"70090",2,3,2,3,5,3,4,2,2,3,1,3,4,2,2,3,1,5,4,1,5,5,7,3,1,1,4,7,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"200",55
"70091",4,5,2,3,5,5,5,3,2,1,5,3,5,5,5,3,2,5,2,3,1,6,1,4,6,1,3,3,5,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"180",73
"70092",3,4,4,1,4,5,5,2,2,2,5,2,4,5,3,5,5,4,4,2,6,3,2,3,7,5,6,3,4,5,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,"99",71
"70093",1,2,2,3,2,2,2,1,1,2,4,2,1,2,1,4,3,1,4,1,6,3,6,3,6,6,7,5,4,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"191",41
"70094",1,1,2,4,2,4,4,1,1,1,5,1,1,5,2,1,1,4,2,1,2,2,6,2,5,2,6,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"152",44
"70095",4,2,1,1,5,2,1,1,1,1,5,1,2,3,5,1,3,5,1,5,7,3,7,1,7,1,7,7,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"232",50
"70096",5,5,2,5,5,4,4,2,1,3,4,1,1,5,2,2,2,3,4,4,3,7,7,2,2,1,7,2,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"1361",64
"70097",3,4,5,1,5,2,1,5,1,3,3,5,3,3,4,4,3,3,5,4,5,6,6,6,4,2,7,6,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"100",67
"70098",2,4,2,2,5,2,4,5,2,4,4,2,2,5,3,1,4,3,5,2,1,7,7,7,6,2,7,3,7,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"117",63
"70099",1,1,1,3,1,1,1,1,1,1,3,1,5,1,5,1,5,3,5,1,3,3,4,3,7,1,7,5,5,7,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"237",42
"70100",5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,7,1,7,1,1,1,7,7,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,"87",90
"70101",5,5,3,5,5,5,5,4,5,5,5,5,5,5,4,1,3,5,5,5,6,3,5,7,7,4,2,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"213",90
"70102",5,5,4,4,5,3,5,5,2,4,5,5,2,5,5,1,1,5,5,3,5,2,5,7,5,5,7,5,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"235",79
"70103",2,2,2,2,2,2,3,2,1,2,4,1,1,4,1,5,2,2,2,1,1,6,6,3,5,2,6,6,5,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"213",43
"70104",5,5,5,5,4,5,5,1,4,4,5,4,2,5,4,5,3,4,5,2,6,3,5,6,7,5,5,2,6,7,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,"194",82
"70105",5,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,4,5,5,4,5,2,5,4,5,3,5,5,3,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"83",88
"70106",5,5,4,5,2,5,3,3,2,2,5,4,4,3,2,4,3,4,4,3,2,7,1,6,4,1,4,2,4,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"130",72
"70107",4,3,5,4,5,5,5,5,5,4,3,4,3,4,4,5,5,5,5,3,3,1,5,6,4,3,4,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"220",86
"70108",4,4,4,5,5,3,5,4,3,3,5,5,5,5,4,5,5,4,5,4,6,2,5,5,7,3,3,6,4,7,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,"130",87
"70109",2,4,1,2,4,2,4,4,2,2,4,3,4,3,4,2,4,4,5,2,5,3,6,3,6,1,5,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"160",62
"70110",4,5,2,5,3,3,5,1,2,4,3,1,2,5,3,3,5,2,5,3,5,4,6,2,3,4,6,3,6,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"181",66
"70111",3,2,2,2,4,3,2,2,2,4,3,4,4,4,3,2,4,4,4,4,5,7,5,3,5,3,6,3,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"122",62
"70112",4,1,1,1,1,4,1,4,1,1,3,1,1,4,2,1,3,1,4,1,5,4,3,3,3,2,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250",40
"70113",4,3,4,4,4,4,5,1,1,4,5,4,2,5,4,5,4,4,3,2,3,3,6,6,6,3,6,6,5,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"218",72
"70114",3,2,1,2,4,5,5,3,2,1,5,5,3,4,1,2,2,4,5,1,5,4,3,5,5,4,5,2,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"151",60
"70115",2,3,3,2,2,3,2,2,3,3,4,2,1,3,3,4,3,3,5,2,6,6,6,6,5,7,6,4,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"141",55
"70116",1,5,5,2,5,5,3,4,4,5,5,4,3,5,5,3,5,4,5,5,3,3,6,7,5,3,3,1,6,7,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"126",83
"70117",5,5,2,3,5,4,1,4,1,2,4,5,4,5,2,5,1,5,5,5,7,4,7,7,7,2,7,3,7,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"320",73
"70118",2,5,5,5,5,5,4,3,5,4,5,5,3,5,5,4,4,5,5,5,2,1,3,3,5,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"253",89
"70119",1,2,3,4,4,2,4,4,4,2,4,5,1,4,4,5,4,4,5,1,6,2,4,2,6,3,4,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"208",67
"70120",4,4,4,4,4,4,5,3,4,4,5,4,4,4,4,4,3,4,4,1,3,3,2,3,7,3,5,1,3,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"95",77
"70121",5,4,5,3,5,5,5,2,4,4,5,5,3,3,5,5,5,1,5,1,3,3,6,2,3,4,3,3,2,6,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,"287",80
"70122",2,2,2,2,4,5,5,5,1,2,5,4,2,4,4,1,5,5,5,2,3,3,4,6,7,2,6,3,7,7,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"311",67
"70123",4,3,4,3,4,2,4,4,2,2,4,4,4,2,4,2,4,3,5,1,2,6,5,4,5,3,5,5,5,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"245",65
"70124",4,4,2,1,5,4,4,4,3,2,5,5,2,5,4,5,1,4,5,2,5,2,7,2,7,2,6,6,5,7,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,"102",71
"70125",5,5,4,3,5,5,5,5,5,5,5,5,1,4,4,5,3,5,5,1,2,6,4,3,4,2,5,3,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"342",85
"70126",2,3,5,4,4,4,5,2,2,3,4,4,2,4,4,4,4,2,5,1,6,2,6,3,7,3,5,5,5,5,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"123",68
"70127",5,3,4,2,4,4,4,1,3,2,4,4,3,3,3,2,4,4,4,3,4,3,3,2,6,2,3,3,4,5,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"104",66
"70128",2,3,4,2,2,2,3,2,2,3,5,3,4,3,1,4,2,2,5,1,6,6,3,6,7,6,6,5,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"144",55
"70129",1,3,1,1,5,5,3,1,1,1,5,1,1,5,1,1,1,1,5,1,4,7,6,3,7,1,7,3,6,7,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,"189",44
"70130",5,4,5,3,3,4,5,2,3,4,5,5,4,4,4,5,4,5,4,2,3,3,6,3,6,3,6,3,3,7,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,"135",80
"70131",5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5,3,6,3,2,7,7,4,1,5,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"171",92
"70132",4,2,4,4,2,5,5,1,3,5,5,4,1,5,2,5,4,1,5,1,5,3,6,5,6,6,4,6,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"357",68
"70133",1,1,3,4,4,4,4,1,1,1,5,3,4,3,2,2,4,2,5,2,5,2,2,1,5,3,6,1,2,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"114",56
"70134",3,2,3,1,1,2,1,1,1,3,4,2,1,4,3,2,2,1,4,1,7,1,5,6,7,5,6,3,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"163",42
"70135",4,3,2,4,5,3,3,3,2,2,5,3,4,4,3,2,5,4,5,2,5,2,6,1,5,4,6,6,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,"188",68
"70136",4,3,3,3,3,3,2,2,2,3,3,4,2,3,2,2,3,4,3,2,5,5,4,3,5,3,5,3,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"89",56
