"","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","testelapse","T1"
"70637",1,1,2,3,2,1,3,4,1,4,1,5,1,2,1,1,2,1,5,1,6,3,6,3,7,3,4,6,3,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"167",42
"70638",1,1,5,1,2,3,1,1,1,1,5,1,1,2,1,5,5,5,5,5,5,2,5,1,6,1,3,1,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"86",52
"70639",4,4,2,2,3,2,3,3,2,3,3,4,4,2,4,2,3,3,3,3,5,3,5,2,6,1,7,7,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"118",59
"70640",5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,7,1,7,1,7,1,7,1,7,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"69",60
"70641",2,4,1,3,2,2,1,1,1,1,4,2,1,4,4,1,3,2,4,2,7,6,6,1,6,5,6,5,3,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"191",45
"70642",5,3,4,2,4,2,4,1,2,5,5,4,3,4,5,5,4,4,5,2,3,7,6,4,5,6,6,6,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"170",73
"70643",4,2,2,2,4,2,2,4,2,2,4,4,2,4,2,2,4,2,2,2,3,3,5,3,6,3,6,3,7,5,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,"143",54
"70644",4,5,2,1,4,2,1,2,1,1,4,5,5,2,2,1,5,4,3,5,2,3,5,3,6,1,7,7,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"196",59
"70645",2,2,2,5,4,1,3,5,1,3,4,1,1,2,4,1,3,3,5,2,5,7,6,6,6,4,7,5,6,2,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"182",54
"70646",4,4,2,5,4,3,3,2,2,4,3,5,5,5,4,4,4,3,5,1,1,2,7,2,7,1,5,5,4,6,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,"113",72
"70647",5,5,1,1,5,4,2,5,2,4,5,4,5,5,5,4,5,4,4,2,3,2,5,2,3,6,2,5,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"135",77
"70648",2,1,5,1,5,4,1,1,3,1,5,5,5,5,1,5,5,1,1,1,4,3,6,4,6,1,5,5,4,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"143",58
"70649",2,4,5,3,4,5,5,3,3,2,5,4,4,4,3,4,3,5,5,2,4,1,6,7,7,6,4,4,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"186",75
"70650",4,4,2,2,2,1,2,2,2,2,4,4,4,4,2,2,3,4,4,1,7,5,7,3,7,7,6,3,6,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"152",55
"70651",4,5,5,5,5,5,5,2,5,5,5,5,1,5,2,5,1,5,1,5,5,2,1,3,7,1,7,6,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"141",81
"70652",4,3,3,1,3,3,4,2,2,2,3,2,4,4,4,1,3,3,4,2,4,3,5,3,7,2,4,4,4,6,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,"114",57
"70653",2,3,2,5,4,4,5,5,3,5,5,4,4,5,4,4,5,1,5,5,6,1,6,1,6,3,4,5,2,7,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"97",80
"70654",2,5,2,4,3,4,5,4,2,1,2,2,4,3,4,2,5,4,5,5,5,6,5,3,7,4,6,3,1,6,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"123",68
"70655",5,3,4,5,5,2,5,5,2,5,4,5,5,3,3,5,3,2,5,5,5,2,3,3,5,7,6,2,1,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"72",81
"70656",1,5,1,2,1,2,5,1,1,5,4,4,5,4,4,2,5,1,1,1,6,5,3,7,6,7,7,3,3,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"266",55
"70657",4,4,4,4,4,4,4,2,1,2,5,4,1,4,2,5,4,4,5,1,1,3,6,1,5,1,2,6,5,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"136",68
"70658",2,3,2,2,5,3,3,1,1,5,4,2,2,4,4,1,4,2,2,1,6,6,6,6,7,5,6,5,6,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"268",53
"70659",3,2,4,4,5,2,4,4,1,2,5,3,4,4,4,4,4,4,5,1,5,3,6,1,7,5,5,6,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"131",69
"70660",4,2,1,2,4,4,4,5,3,4,3,4,3,5,4,2,3,4,4,1,4,3,6,2,7,1,5,6,5,5,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,"187",66
"70661",3,3,1,2,5,1,5,3,1,1,5,1,1,1,5,1,1,2,5,5,7,5,7,6,6,3,7,5,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,"236",52
"70662",5,5,3,4,5,1,1,4,1,1,5,4,4,4,1,4,5,3,1,3,2,3,6,1,6,1,5,3,3,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"148",64
"70663",5,5,1,1,5,1,3,5,3,1,2,4,5,2,1,3,4,5,2,5,5,4,5,1,6,3,6,2,3,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,"132",63
"70664",2,2,4,4,2,4,5,4,3,4,4,4,1,5,3,3,1,1,5,2,6,6,7,5,6,3,6,6,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"707",63
"70665",1,4,4,4,1,2,4,2,1,1,5,2,1,4,5,4,3,3,5,4,6,3,6,5,6,7,7,6,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"185",60
"70666",5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,4,4,6,3,6,6,7,5,5,6,6,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"100",95
"70667",4,5,5,5,4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,2,6,2,7,6,7,6,5,7,6,7,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"133",85
"70668",5,5,4,1,5,5,2,5,5,4,4,1,1,5,5,1,1,1,1,1,7,2,7,5,6,7,7,2,3,3,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,"614",62
"70669",2,1,3,1,2,2,4,2,1,1,4,4,3,4,3,4,2,4,3,1,2,7,6,6,5,1,6,6,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"223",51
"70670",3,4,2,3,5,1,4,2,1,1,5,1,4,4,5,4,5,3,4,1,7,6,4,6,1,5,5,7,3,7,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,"444",62
"70671",2,4,2,4,3,2,3,3,3,2,4,3,2,3,2,3,4,3,4,1,4,4,4,2,5,7,5,6,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"115",57
"70672",1,2,2,3,4,4,4,4,1,1,4,1,5,3,2,4,4,2,5,1,2,2,6,1,5,3,6,3,2,4,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"98",57
"70673",1,1,1,4,4,2,4,4,1,4,5,1,2,5,2,5,5,4,5,1,1,5,6,1,6,5,5,5,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"196",61
"70674",5,5,5,1,1,5,5,5,3,4,3,5,5,5,4,5,5,3,5,4,5,4,6,6,6,6,5,7,6,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"156",83
"70675",5,5,5,2,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,3,3,2,7,7,7,2,1,3,6,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"155",92
"70676",5,5,5,5,5,4,5,5,1,5,5,5,1,5,5,1,2,5,1,5,7,1,5,1,2,4,5,6,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"149",80
"70677",2,4,4,1,4,4,4,4,4,4,3,4,1,1,3,4,3,1,4,1,3,5,3,3,5,6,5,6,3,5,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"170",60
"70678",2,5,4,3,4,2,4,4,2,1,4,4,5,4,1,5,1,4,5,2,3,3,3,6,7,1,6,3,7,6,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"144",66
"70679",1,2,1,1,2,2,2,1,1,2,4,4,4,2,2,3,4,4,5,1,2,3,6,1,6,1,7,7,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"163",48
"70680",4,4,2,2,5,5,5,4,2,2,4,5,2,4,4,5,4,5,5,1,4,3,3,3,6,5,6,1,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"92",74
"70681",1,5,4,4,5,4,4,3,3,2,5,4,4,5,4,5,3,5,5,2,7,6,3,5,7,6,6,2,5,7,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"137",77
"70682",1,1,1,1,4,4,4,1,1,1,1,4,2,2,1,4,1,1,5,1,5,3,5,2,7,3,6,2,2,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"258",41
"70683",4,2,3,4,5,2,1,1,2,2,5,4,5,4,4,5,4,4,4,1,5,2,7,5,5,6,5,7,6,3,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,"117",66
"70684",5,4,2,4,5,5,5,2,2,2,4,4,4,4,1,1,5,2,5,2,5,1,7,1,1,3,7,7,1,6,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,"223",68
"70685",3,3,4,5,4,5,2,4,4,2,5,5,4,5,4,5,1,5,5,5,6,3,6,5,7,5,3,3,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,"98",80
"70686",3,1,3,4,4,2,4,1,1,2,2,2,1,3,3,2,5,2,5,1,4,2,3,2,6,4,5,3,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"494",51
"70687",5,4,1,4,4,1,1,2,1,1,4,5,1,4,3,2,4,2,5,2,4,4,7,2,4,3,5,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"274",56
"70688",3,4,2,4,4,2,3,4,2,1,5,4,1,5,4,2,4,3,3,1,5,4,4,4,5,7,6,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"224",61
"70689",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,7,1,7,3,1,3,5,3,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"130",100
"70690",4,3,2,4,2,4,5,5,2,4,5,2,5,4,3,3,4,4,1,1,4,3,7,3,5,1,2,3,7,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"150",67
"70691",3,4,5,5,4,4,5,5,2,4,5,4,4,5,4,1,5,5,5,3,3,2,2,1,7,4,5,2,1,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"98",82
"70692",4,5,1,4,4,1,2,3,2,2,5,2,4,5,5,2,4,5,4,1,1,6,2,7,4,1,3,2,7,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"144",65
"70693",1,1,5,1,1,1,4,2,1,1,3,1,1,3,2,2,3,1,5,1,4,4,6,3,7,7,6,6,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"222",40
"70694",5,4,4,4,4,5,4,4,4,5,5,3,5,5,4,4,5,4,5,4,6,3,5,3,3,3,2,3,3,6,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,"282",87
"70695",1,1,3,3,3,2,3,3,1,1,5,1,1,4,1,4,1,5,5,1,2,5,6,4,7,2,6,5,6,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"230",49
"70696",5,5,5,5,5,5,5,4,5,4,5,5,2,5,5,5,1,5,5,4,1,2,7,1,5,2,2,1,1,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,"128",90
"70697",2,2,5,1,3,2,4,1,2,5,1,5,1,1,5,5,5,4,5,1,6,6,6,3,5,2,6,6,6,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"393",60
"70698",5,5,5,4,5,5,5,4,5,5,4,5,5,5,4,3,5,4,5,5,5,1,4,7,3,6,1,3,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"319",93
"70699",5,5,5,4,5,3,5,5,3,4,5,5,3,5,3,5,3,5,5,5,5,6,1,7,6,3,2,1,7,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"131",88
"70700",2,4,3,4,3,2,3,1,1,1,3,1,1,4,1,4,2,1,5,3,5,2,5,2,5,6,6,7,6,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"217",49
"70701",3,3,1,4,4,1,1,3,1,1,5,4,1,3,3,1,1,4,4,1,3,5,5,6,5,3,6,5,3,7,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,"228",49
"70702",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,2,7,6,4,4,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"107",95
"70703",1,1,4,4,5,2,5,1,1,2,4,2,4,5,4,4,5,4,5,2,2,3,6,2,5,4,5,6,2,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"93",65
"70704",2,3,4,4,4,3,3,4,1,2,5,2,2,4,3,2,4,2,4,3,5,4,4,3,6,5,6,3,5,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,"1269",61
"70705",3,5,5,5,5,4,3,4,3,5,5,5,1,5,5,5,3,4,5,2,4,2,7,7,7,2,5,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"451",82
"70706",4,1,3,3,5,2,2,5,2,2,4,5,5,4,2,2,2,4,5,2,1,2,7,1,6,4,2,7,6,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"83",64
"70707",1,2,5,2,2,2,4,3,1,1,1,2,1,1,3,5,4,1,5,4,5,6,7,6,7,2,6,7,7,7,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,"146",50
"70708",2,3,3,1,1,1,1,3,1,1,4,2,1,2,4,1,2,4,5,1,5,3,5,6,6,3,6,3,6,6,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,"145",43
"70709",5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,1,2,5,6,7,5,1,4,6,6,2,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,"129",90
"70710",1,1,4,3,1,1,4,3,1,3,5,5,5,2,4,4,5,5,5,1,5,7,6,6,6,3,6,2,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"1563",63
"70711",5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,2,5,3,3,3,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"270",92
"70712",5,3,1,1,5,1,1,1,1,1,5,5,1,3,3,5,3,1,5,1,6,7,6,3,6,4,6,3,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"582",52
"70713",4,5,4,5,4,3,4,2,4,4,3,2,5,4,4,4,3,4,5,3,2,3,1,3,6,1,4,2,6,7,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,"124",76
"70714",1,1,1,2,4,1,4,1,1,1,5,2,1,3,1,1,1,1,2,1,3,7,5,3,6,5,7,2,1,7,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"156",35
"70715",1,1,2,1,1,1,2,1,1,1,5,4,1,2,1,1,4,1,5,1,2,7,6,7,4,3,6,7,6,5,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,"212",37
"70716",2,3,2,3,5,5,5,4,3,3,4,4,5,4,4,5,5,2,5,5,7,6,7,3,7,3,6,6,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"571",78
"70717",1,4,1,2,1,2,4,2,1,3,4,2,2,2,4,1,5,3,4,1,7,5,5,3,6,7,6,2,5,7,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,"94",49
"70718",4,1,5,1,4,5,5,4,1,2,4,4,4,5,4,4,4,1,5,2,6,3,7,3,7,5,5,6,7,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"187",69
"70719",2,4,2,3,4,2,3,5,1,4,5,4,2,4,2,1,4,4,5,1,6,6,6,2,6,6,2,7,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,"153",62
"70720",5,2,3,3,3,3,4,2,1,1,3,4,3,5,4,4,4,2,5,1,5,3,6,3,7,4,5,5,6,6,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,"380",62
"70721",3,4,3,3,4,2,5,4,2,4,3,4,4,4,3,2,4,2,5,1,3,1,6,3,7,5,2,4,3,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"160",66
"70722",4,4,4,1,2,4,4,2,2,1,2,4,1,4,2,4,4,2,5,4,2,7,7,6,3,1,5,6,6,5,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,"111",60
"70723",5,5,1,3,5,2,1,5,1,1,5,1,1,4,4,5,4,4,1,1,6,5,6,1,7,6,6,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"184",59
"70724",2,1,3,4,3,5,5,5,3,4,4,4,1,5,5,4,3,1,5,1,1,5,3,7,4,1,5,1,4,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,"125",68
"70725",2,4,1,1,3,2,5,4,1,1,3,4,1,2,3,2,3,1,4,1,2,7,5,6,5,1,6,6,6,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"432",48
"70726",2,2,3,3,2,1,1,3,1,1,4,4,3,4,2,4,3,1,5,1,5,2,5,3,7,4,6,3,4,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"263",50
"70727",3,1,1,3,5,1,4,1,1,4,4,4,2,4,5,2,4,1,5,1,6,4,6,4,6,2,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"328",56
"70728",4,4,4,2,4,1,1,1,2,2,5,5,4,2,4,2,5,5,5,3,1,2,1,1,2,2,2,1,1,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,"145",65
"70729",5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,7,7,7,1,1,1,7,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,"416",92
"70730",3,5,3,2,5,5,4,5,4,4,4,5,4,4,4,4,4,5,1,2,6,7,7,7,7,3,5,5,7,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"137",77
"70731",3,2,2,1,1,2,2,4,1,1,2,2,4,3,4,2,2,4,3,2,6,4,7,5,5,5,5,6,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"158",47
"70732",5,5,4,4,5,2,5,2,1,1,1,2,4,5,5,2,1,5,5,5,7,3,7,3,7,4,7,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1530",69
"70733",1,1,4,3,2,2,2,1,1,1,5,5,4,5,3,2,3,5,5,4,4,2,4,6,6,6,2,4,2,7,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"252",59
"70734",5,5,3,3,5,3,3,5,2,4,5,5,5,2,3,3,1,4,5,1,4,5,3,1,6,3,4,2,1,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"167",72
"70735",4,2,5,5,4,3,3,3,3,2,4,5,3,3,4,3,5,4,5,4,2,1,6,3,4,5,4,6,6,6,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"170",74
"70736",5,5,5,5,4,5,5,4,4,1,5,5,2,3,4,5,4,5,2,1,7,5,2,2,7,3,4,1,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"204",79
"70737",1,4,2,3,3,2,4,1,1,1,5,1,4,5,4,5,4,1,4,1,1,3,6,1,2,3,5,5,3,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,"108",56
"70738",5,1,1,5,2,5,4,2,1,1,5,4,4,5,1,4,1,5,3,2,2,7,6,2,5,2,7,6,6,5,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,"340",61
"70739",4,4,2,4,5,2,4,1,5,2,5,5,1,4,4,4,3,2,1,1,2,7,5,3,6,2,3,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"495",63
"70740",2,4,1,4,5,1,1,4,1,1,3,3,4,4,3,3,3,4,4,4,2,3,7,3,7,1,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"247",59
"70741",4,4,4,2,4,4,4,1,4,2,5,2,1,4,2,5,5,2,5,1,5,1,2,2,6,2,5,3,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"584",65
"70742",4,4,4,2,3,3,4,4,2,2,3,4,3,4,4,3,3,4,4,1,3,5,5,2,5,1,6,5,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,"120",65
"70743",4,4,3,5,5,4,5,4,3,4,5,5,4,5,3,5,5,4,5,2,1,2,7,7,4,1,1,6,7,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,"104",84
"70744",5,5,4,5,5,2,5,5,2,5,5,5,4,5,5,5,5,5,5,5,6,1,6,3,6,5,6,6,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"192",92
"70745",2,2,2,4,2,1,3,2,2,1,4,1,5,3,3,1,5,4,5,1,2,3,4,3,7,5,5,1,2,7,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"1385",53
"70746",2,1,2,3,3,1,2,2,1,3,4,2,1,2,3,2,3,3,5,2,7,6,6,2,7,7,7,3,1,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"216",47
"70747",2,2,4,2,5,1,1,3,1,3,3,3,4,4,2,4,4,4,5,1,5,5,3,6,6,4,7,3,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,"139",58
"70748",5,5,3,5,4,5,5,5,4,5,4,4,4,5,5,2,1,4,5,5,5,1,7,6,6,2,1,3,6,6,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,"148",85
"70749",1,4,1,1,2,1,2,1,2,2,4,2,4,2,2,5,3,2,4,1,5,5,7,6,6,6,7,7,7,6,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,"165",46
"70750",2,1,2,1,2,4,5,2,3,4,4,3,1,2,2,5,1,3,3,1,5,6,4,6,5,5,6,3,3,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"351",51
"70751",5,5,3,3,4,3,4,2,2,3,3,4,5,4,5,4,1,3,5,1,6,2,6,3,7,3,4,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,"97",69
"70752",4,1,2,5,2,1,1,1,1,3,5,4,3,5,3,1,1,1,1,1,3,4,7,2,5,1,7,7,6,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"943",46
"70753",1,4,2,4,4,1,1,2,1,1,4,4,1,5,2,2,4,1,4,4,6,5,6,6,7,6,6,7,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"292",52
"70754",2,2,2,3,1,5,5,4,1,5,4,1,5,5,3,2,1,5,5,1,7,4,6,6,6,7,7,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"179",62
"70755",3,3,1,3,2,3,4,1,5,1,1,3,1,1,3,1,3,2,5,1,7,2,5,1,5,3,5,5,7,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,"136",47
"70756",2,4,4,5,4,4,4,2,3,3,5,5,4,4,5,5,4,2,5,2,1,4,7,5,5,2,1,6,6,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,"120",76
"70757",3,4,2,2,3,3,4,2,1,2,4,3,2,2,3,2,3,4,4,1,3,6,5,5,6,3,6,3,6,6,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,"163",54
"70758",4,1,3,4,4,2,5,2,1,1,4,3,3,4,2,1,3,4,4,4,7,4,5,6,7,5,7,4,6,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"239",59
